CompensationRequestErrorId,CompensationRequestId,ErrorId,Description,CreatedAt
3116,3116,2,Validation failed,2025-01-25
3117,3117,1,SMTP timeout,2024-06-07
3118,3118,1,CSV export format not supported,2024-06-25
3119,3119,3,SocialNetworkId inválido,2024-02-08
3120,3120,1,Localidad inexistente,2024-12-10
3121,3121,2,Validation failed,2026-05-04
3122,3122,1,DbUpdateException,2026-02-23
3123,3123,2,DbUpdateException,2026-03-21
3124,3124,3,DbUpdateException,2024-08-12
3125,3125,3,CSV export format not supported,2024-01-22
3126,3126,1,Validation failed,2024-06-17
3127,3127,2,Localidad inexistente,2025-11-23
3128,3128,1,Token expirado,2024-12-26
3129,3129,3,Email inválido,2026-04-16
3130,3130,3,DbUpdateException,2025-01-03
3131,3131,2,DbUpdateException,2024-12-13
3132,3132,1,Email inválido,2024-06-09
3133,3133,3,SMTP timeout,2025-06-26
3134,3134,3,CSV export format not supported,2024-09-10
3135,3135,2,DbUpdateException,2025-03-20
3136,3136,2,DbUpdateException,2025-12-24
3137,3137,2,SMTP timeout,2024-03-15
3138,3138,3,Email inválido,2026-04-14
3139,3139,1,SocialNetworkId inválido,2025-05-28
3140,3140,2,Localidad inexistente,2025-04-05
3141,3141,2,Localidad inexistente,2024-07-23
3142,3142,1,SMTP timeout,2025-07-07
3143,3143,3,Email inválido,2025-06-25
3144,3144,1,SocialNetworkId inválido,2026-06-25
3145,3145,2,Localidad inexistente,2024-03-29
3146,3146,1,Token expirado,2025-03-06
3147,3147,3,DbUpdateException,2025-02-24
3148,3148,3,Validation failed,2024-12-10
3149,3149,1,DbUpdateException,2024-02-14
3150,3150,2,Validation failed,2026-05-14
3151,3151,2,SMTP timeout,2025-07-31
3152,3152,2,SocialNetworkId inválido,2025-01-18
3153,3153,3,Email inválido,2024-10-24
3154,3154,2,Localidad inexistente,2024-10-14
3155,3155,2,Localidad inexistente,2026-03-20
3156,3156,2,SMTP timeout,2024-10-19
3157,3157,2,SMTP timeout,2025-06-29
3158,3158,1,DbUpdateException,2025-04-09
3159,3159,3,Token expirado,2025-12-01
3160,3160,2,CSV export format not supported,2025-07-03
3161,3161,2,Validation failed,2025-10-06
3162,3162,3,Localidad inexistente,2026-05-12
3163,3163,1,CSV export format not supported,2025-05-19
3164,3164,3,SocialNetworkId inválido,2024-07-11
3165,3165,2,Email inválido,2025-12-24
3166,3166,1,DbUpdateException,2025-03-06
3167,3167,3,SMTP timeout,2024-11-30
3168,3168,1,Validation failed,2025-02-01
3169,3169,2,Email inválido,2024-10-26
3170,3170,1,Token expirado,2024-03-28
3171,3171,3,Localidad inexistente,2026-02-19
3172,3172,3,CSV export format not supported,2026-05-11
3173,3173,1,SocialNetworkId inválido,2026-04-01
3174,3174,1,SMTP timeout,2024-07-05
3175,3175,2,Localidad inexistente,2024-02-25
3176,3176,2,SocialNetworkId inválido,2025-01-10
3177,3177,2,SMTP timeout,2025-04-27
3178,3178,2,SocialNetworkId inválido,2026-03-22
3179,3179,3,CSV export format not supported,2026-04-15
3180,3180,2,DbUpdateException,2024-09-21
3181,3181,1,CSV export format not supported,2025-03-02
3182,3182,1,Validation failed,2025-08-10
3183,3183,2,Email inválido,2024-02-24
3184,3184,1,Validation failed,2025-02-16
3185,3185,2,SocialNetworkId inválido,2024-04-16
3186,3186,3,Validation failed,2024-01-31
3187,3187,1,DbUpdateException,2024-02-01
3188,3188,3,DbUpdateException,2024-02-28
3189,3189,1,SocialNetworkId inválido,2024-10-04
3190,3190,1,SMTP timeout,2025-02-09
3191,3191,3,DbUpdateException,2024-05-09
3192,3192,3,DbUpdateException,2025-10-04
3193,3193,2,Token expirado,2026-05-15
3194,3194,2,Localidad inexistente,2026-02-09
3195,3195,1,CSV export format not supported,2026-04-21
3196,3196,3,Localidad inexistente,2025-03-11
3197,3197,2,CSV export format not supported,2025-05-10
3198,3198,3,DbUpdateException,2024-10-07
3199,3199,1,Email inválido,2024-08-31
3200,3200,2,SMTP timeout,2024-04-06
3201,3201,2,Email inválido,2026-06-02
3202,3202,3,DbUpdateException,2024-04-28
3203,3203,3,Localidad inexistente,2025-08-01
3204,3204,2,Validation failed,2024-03-10
3205,3205,3,DbUpdateException,2026-01-28
3206,3206,2,SMTP timeout,2025-09-03
3207,3207,3,Validation failed,2025-06-29
3208,3208,3,CSV export format not supported,2024-05-05
3209,3209,3,Email inválido,2024-06-01
3210,3210,1,Token expirado,2025-05-25
3211,3211,1,SocialNetworkId inválido,2025-12-06
3212,3212,1,CSV export format not supported,2025-12-26
3213,3213,3,Localidad inexistente,2026-03-14
3214,3214,2,Token expirado,2025-08-31
3215,3215,3,SMTP timeout,2024-12-16
3216,3216,3,CSV export format not supported,2025-08-11
3217,3217,2,Email inválido,2024-08-03
3218,3218,1,SocialNetworkId inválido,2026-03-14
3219,3219,1,Localidad inexistente,2025-11-06
3220,3220,3,SMTP timeout,2024-07-11
3221,3221,2,SMTP timeout,2026-05-02
3222,3222,1,Email inválido,2026-05-26
3223,3223,1,Email inválido,2026-05-30
3224,3224,3,Email inválido,2024-01-13
3225,3225,1,SMTP timeout,2024-08-18
3226,3226,3,CSV export format not supported,2024-01-07
3227,3227,2,Localidad inexistente,2025-04-04
3228,3228,1,Email inválido,2026-04-03
3229,3229,2,Token expirado,2024-09-29
3230,3230,1,Token expirado,2024-01-16
3231,3231,3,SMTP timeout,2025-07-19
3232,3232,3,CSV export format not supported,2026-04-05
3233,3233,2,SocialNetworkId inválido,2025-06-11
3234,3234,3,Localidad inexistente,2026-06-24
3235,3235,3,Validation failed,2025-02-24
3236,3236,1,SocialNetworkId inválido,2025-08-09
3237,3237,1,SocialNetworkId inválido,2024-08-13
3238,3238,1,Localidad inexistente,2025-05-14
3239,3239,2,Localidad inexistente,2025-02-28
3240,3240,1,Validation failed,2024-05-12
3241,3241,2,CSV export format not supported,2024-11-01
3242,3242,2,SMTP timeout,2024-11-24
3243,3243,2,SocialNetworkId inválido,2026-01-03
3244,3244,3,Localidad inexistente,2026-02-04
3245,3245,3,DbUpdateException,2024-04-11
3246,3246,3,CSV export format not supported,2025-04-02
3247,3247,3,SocialNetworkId inválido,2024-11-18
3248,3248,1,Localidad inexistente,2026-03-27
3249,3249,3,Localidad inexistente,2025-05-25
3250,3250,1,Validation failed,2024-03-21
3251,3251,2,Token expirado,2024-09-17
3252,3252,2,DbUpdateException,2024-01-14
3253,3253,2,DbUpdateException,2025-09-30
3254,3254,3,DbUpdateException,2025-02-20
3255,3255,1,Localidad inexistente,2025-03-30
3256,3256,3,Validation failed,2025-06-03
3257,3257,2,Localidad inexistente,2025-07-24
3258,3258,3,CSV export format not supported,2025-03-25
3259,3259,3,Email inválido,2026-04-03
3260,3260,1,Validation failed,2026-04-22
3261,3261,1,DbUpdateException,2024-11-10
3262,3262,3,DbUpdateException,2025-01-09
3263,3263,1,Email inválido,2025-06-04
3264,3264,2,SMTP timeout,2026-02-02
3265,3265,3,Localidad inexistente,2026-05-29
3266,3266,3,Validation failed,2024-12-13
3267,3267,2,CSV export format not supported,2026-01-29
3268,3268,2,CSV export format not supported,2025-10-15
3269,3269,1,SocialNetworkId inválido,2024-09-11
3270,3270,2,Validation failed,2026-05-17
3271,3271,1,Email inválido,2024-02-28
3272,3272,3,SocialNetworkId inválido,2024-12-16
3273,3273,3,CSV export format not supported,2026-05-17
3274,3274,3,Validation failed,2025-10-05
3275,3275,2,DbUpdateException,2025-04-01
3276,3276,3,SocialNetworkId inválido,2024-05-18
3277,3277,3,CSV export format not supported,2025-09-24
3278,3278,3,DbUpdateException,2024-08-09
3279,3279,3,Email inválido,2026-05-03
3280,3280,3,Token expirado,2024-01-04
3281,3281,2,CSV export format not supported,2025-04-26
3282,3282,2,SMTP timeout,2025-06-03
3283,3283,3,SMTP timeout,2025-02-23
3284,3284,3,Email inválido,2025-07-07
3285,3285,3,Token expirado,2025-09-09
3286,3286,2,Validation failed,2025-06-22
3287,3287,2,Localidad inexistente,2024-07-16
3288,3288,1,Token expirado,2024-06-29
3289,3289,1,Localidad inexistente,2025-10-01
3290,3290,2,SMTP timeout,2026-02-11
3291,3291,3,DbUpdateException,2024-08-25
3292,3292,2,SocialNetworkId inválido,2025-12-14
3293,3293,1,SMTP timeout,2024-09-26
3294,3294,2,SocialNetworkId inválido,2025-03-21
3295,3295,3,Token expirado,2024-08-24
3296,3296,3,Email inválido,2024-08-10
3297,3297,1,Email inválido,2025-05-27
3298,3298,3,CSV export format not supported,2026-01-22
3299,3299,1,Token expirado,2025-08-12
3300,3300,3,DbUpdateException,2025-03-10
3301,3301,3,Email inválido,2025-07-25
3302,3302,3,CSV export format not supported,2024-03-22
3303,3303,2,Localidad inexistente,2025-05-24
3304,3304,1,Validation failed,2026-06-11
3305,3305,1,SMTP timeout,2026-01-31
3306,3306,1,SocialNetworkId inválido,2024-03-20
3307,3307,1,Validation failed,2025-12-05
3308,3308,3,Localidad inexistente,2025-09-27
3309,3309,1,Token expirado,2024-03-05
3310,3310,3,CSV export format not supported,2026-05-13
3311,3311,3,DbUpdateException,2025-12-15
3312,3312,3,Localidad inexistente,2025-02-28
3313,3313,3,Localidad inexistente,2025-04-09
3314,3314,1,SMTP timeout,2024-06-24
3315,3315,2,Validation failed,2024-08-01
3316,3316,3,CSV export format not supported,2024-09-12
3317,3317,2,Token expirado,2024-02-03
3318,3318,3,Localidad inexistente,2024-12-01
3319,3319,2,CSV export format not supported,2026-06-29
3320,3320,2,Token expirado,2025-05-29
3321,3321,3,Validation failed,2024-07-02
3322,3322,3,DbUpdateException,2024-04-22
3323,3323,3,SocialNetworkId inválido,2026-03-06
3324,3324,3,Token expirado,2025-08-04
3325,3325,2,Localidad inexistente,2025-05-18
3326,3326,3,SMTP timeout,2024-10-12
3327,3327,1,Email inválido,2024-12-20
3328,3328,2,Localidad inexistente,2026-06-22
3329,3329,3,DbUpdateException,2025-02-24
3330,3330,3,Validation failed,2025-07-05
3331,3331,2,CSV export format not supported,2025-03-12
3332,3332,2,Token expirado,2024-09-14
3333,3333,3,Token expirado,2024-01-15
3334,3334,2,DbUpdateException,2025-04-04
3335,3335,2,CSV export format not supported,2024-04-15
3336,3336,3,Email inválido,2025-12-05
3337,3337,3,SocialNetworkId inválido,2024-07-29
3338,3338,2,Email inválido,2026-02-02
3339,3339,2,SMTP timeout,2025-12-05
3340,3340,3,Localidad inexistente,2024-10-20
3341,3341,1,Validation failed,2025-02-18
3342,3342,3,Validation failed,2025-01-01
3343,3343,1,Token expirado,2024-09-03
3344,3344,2,Validation failed,2025-02-04
3345,3345,2,Validation failed,2024-12-21
3346,3346,3,SMTP timeout,2025-06-09
3347,3347,3,Validation failed,2026-04-04
3348,3348,3,SocialNetworkId inválido,2026-03-30
3349,3349,1,Validation failed,2026-02-11
3350,3350,3,Email inválido,2024-10-21
3351,3351,3,Validation failed,2025-03-16
3352,3352,3,CSV export format not supported,2025-01-28
3353,3353,3,Email inválido,2025-04-23
3354,3354,2,SMTP timeout,2024-05-09
3355,3355,3,Token expirado,2024-07-11
3356,3356,1,DbUpdateException,2024-12-02
3357,3357,2,CSV export format not supported,2024-06-12
3358,3358,1,SocialNetworkId inválido,2024-01-14
3359,3359,2,CSV export format not supported,2024-12-03
3360,3360,2,SocialNetworkId inválido,2026-02-18
3361,3361,2,SocialNetworkId inválido,2025-10-12
3362,3362,2,DbUpdateException,2026-04-24
3363,3363,3,SMTP timeout,2025-08-17
3364,3364,2,CSV export format not supported,2026-03-03
3365,3365,2,Token expirado,2025-09-18
3366,3366,1,CSV export format not supported,2024-02-22
3367,3367,3,SMTP timeout,2025-05-03
3368,3368,3,DbUpdateException,2025-02-02
3369,3369,3,DbUpdateException,2025-11-04
3370,3370,2,DbUpdateException,2024-02-02
3371,3371,2,Email inválido,2025-04-03
3372,3372,3,Email inválido,2024-01-09
3373,3373,1,Token expirado,2025-11-08
3374,3374,3,Validation failed,2024-09-21
3375,3375,3,Localidad inexistente,2024-02-11
3376,3376,3,Validation failed,2025-06-02
3377,3377,3,Email inválido,2024-07-17
3378,3378,3,DbUpdateException,2024-04-05
3379,3379,3,SocialNetworkId inválido,2024-04-11
3380,3380,2,SocialNetworkId inválido,2024-07-11
3381,3381,3,SocialNetworkId inválido,2024-01-15
3382,3382,2,Validation failed,2026-01-14
3383,3383,3,SMTP timeout,2025-07-13
3384,3384,1,Email inválido,2025-03-29
3385,3385,2,DbUpdateException,2025-07-13
3386,3386,3,Email inválido,2026-03-28
3387,3387,2,Validation failed,2025-01-21
3388,3388,2,Validation failed,2024-03-12
3389,3389,3,DbUpdateException,2024-11-23
3390,3390,1,CSV export format not supported,2025-05-25
3391,3391,3,Localidad inexistente,2024-04-19
3392,3392,3,Email inválido,2024-11-23
3393,3393,1,Token expirado,2024-06-20
3394,3394,3,Email inválido,2025-08-31
3395,3395,1,Validation failed,2024-08-19
3396,3396,2,Validation failed,2024-01-15
3397,3397,2,SMTP timeout,2025-03-28
3398,3398,2,Token expirado,2025-11-09
3399,3399,2,SMTP timeout,2024-12-08
3400,3400,3,DbUpdateException,2024-06-14
3401,3401,2,SMTP timeout,2024-11-17
3402,3402,2,SMTP timeout,2025-02-20
3403,3403,3,Validation failed,2024-06-07
3404,3404,2,DbUpdateException,2024-03-02
3405,3405,1,SMTP timeout,2025-05-17
3406,3406,2,SocialNetworkId inválido,2025-01-09
3407,3407,3,SocialNetworkId inválido,2026-05-25
3408,3408,1,Validation failed,2026-05-27
3409,3409,3,Localidad inexistente,2024-12-13
3410,3410,2,DbUpdateException,2026-06-09
3411,3411,2,Email inválido,2026-04-21
3412,3412,2,SocialNetworkId inválido,2025-02-25
3413,3413,3,SocialNetworkId inválido,2025-10-04
3414,3414,1,Validation failed,2025-10-16
3415,3415,2,DbUpdateException,2025-03-06
3416,3416,2,Email inválido,2025-11-20
3417,3417,1,Token expirado,2024-03-24
3418,3418,3,Token expirado,2025-01-02
3419,3419,2,SMTP timeout,2026-01-11
3420,3420,3,DbUpdateException,2024-08-21
3421,3421,2,DbUpdateException,2024-05-17
3422,3422,3,CSV export format not supported,2025-12-20
3423,3423,1,DbUpdateException,2025-04-28
3424,3424,2,Validation failed,2026-03-03
3425,3425,2,DbUpdateException,2024-02-02
3426,3426,2,SMTP timeout,2025-08-06
3427,3427,3,Localidad inexistente,2024-12-30
3428,3428,2,Token expirado,2024-12-16
3429,3429,3,SocialNetworkId inválido,2025-11-25
3430,3430,2,Localidad inexistente,2024-07-28
3431,3431,1,Token expirado,2026-05-23
3432,3432,3,Localidad inexistente,2026-02-06
3433,3433,3,SMTP timeout,2025-06-19
3434,3434,2,CSV export format not supported,2025-11-06
3435,3435,2,Localidad inexistente,2025-04-20
3436,3436,3,SMTP timeout,2025-01-14
3437,3437,3,SMTP timeout,2025-03-30
3438,3438,2,CSV export format not supported,2026-02-26
3439,3439,2,SMTP timeout,2025-09-10
3440,3440,2,DbUpdateException,2026-05-04
3441,3441,2,Token expirado,2026-06-06
3442,3442,1,SocialNetworkId inválido,2024-06-18
3443,3443,1,CSV export format not supported,2026-01-10
3444,3444,1,SocialNetworkId inválido,2025-10-20
3445,3445,2,Token expirado,2025-11-12
3446,3446,2,SMTP timeout,2024-04-07
3447,3447,2,CSV export format not supported,2025-05-25
3448,3448,2,Validation failed,2025-10-13
3449,3449,3,Email inválido,2024-08-08
3450,3450,3,DbUpdateException,2025-08-12
3451,3451,3,Token expirado,2025-02-08
3452,3452,3,CSV export format not supported,2026-06-21
3453,3453,1,DbUpdateException,2024-11-28
3454,3454,2,DbUpdateException,2026-03-12
3455,3455,1,Localidad inexistente,2025-10-10
3456,3456,2,Validation failed,2025-11-11
3457,3457,3,Token expirado,2025-03-31
3458,3458,1,CSV export format not supported,2024-02-01
3459,3459,2,Validation failed,2025-08-15
3460,3460,3,SocialNetworkId inválido,2025-02-16
3461,3461,1,Validation failed,2024-01-02
3462,3462,2,Token expirado,2024-11-07
3463,3463,1,Validation failed,2024-11-04
3464,3464,1,Localidad inexistente,2026-02-09
3465,3465,3,SocialNetworkId inválido,2024-11-14
3466,3466,1,DbUpdateException,2026-05-06
3467,3467,3,SMTP timeout,2025-12-27
3468,3468,2,Validation failed,2024-12-26
3469,3469,2,Localidad inexistente,2025-03-19
3470,3470,3,CSV export format not supported,2026-05-10
3471,3471,2,Validation failed,2025-08-12
3472,3472,1,SMTP timeout,2025-09-22
3473,3473,2,DbUpdateException,2025-06-13
3474,3474,3,CSV export format not supported,2026-01-28
3475,3475,3,CSV export format not supported,2024-08-27
3476,3476,3,SocialNetworkId inválido,2026-04-13
3477,3477,3,SocialNetworkId inválido,2025-04-08
3478,3478,3,DbUpdateException,2024-01-19
3479,3479,2,Localidad inexistente,2024-09-02
3480,3480,2,CSV export format not supported,2024-04-18
3481,3481,2,Email inválido,2026-04-29
3482,3482,2,DbUpdateException,2025-03-26
3483,3483,1,SMTP timeout,2024-04-10
3484,3484,3,Validation failed,2025-10-02
3485,3485,3,Validation failed,2025-09-30
3486,3486,2,SocialNetworkId inválido,2025-03-15
3487,3487,2,Validation failed,2024-06-04
3488,3488,3,DbUpdateException,2026-01-28
3489,3489,3,CSV export format not supported,2025-12-29
3490,3490,2,SocialNetworkId inválido,2024-03-01
3491,3491,2,CSV export format not supported,2026-03-02
3492,3492,3,SMTP timeout,2024-10-03
3493,3493,3,Email inválido,2024-01-11
3494,3494,2,Localidad inexistente,2025-03-29
3495,3495,2,Token expirado,2025-11-26
3496,3496,3,Email inválido,2024-10-11
3497,3497,2,DbUpdateException,2024-11-16
3498,3498,3,Email inválido,2025-09-29
3499,3499,3,SocialNetworkId inválido,2025-05-31
3500,3500,1,Email inválido,2025-11-28
