CompensationRequestId,UserId,SucursalId,CompensationRequestStateId,Observations,ErrorId,ErrorMessage,ErrorDetails,CreatedAt,ClosedAt,IsOpen
979,87,233,2,CreateUserCommandHandler - incidente simulado 979,1,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-10,2025-05-07,2025-05-09,0
980,74,561,3,CreateSucursalCommandHandler - incidente simulado 980,3,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-11,2025-07-27,2025-07-28,0
981,44,667,2,CreateSucursalCommandHandler - incidente simulado 981,3,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-12,2024-12-26,2025-01-04,0
982,42,125,3,EmailService.SendAsync - incidente simulado 982,1,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-13,2026-03-28,2026-04-10,0
983,67,408,2,CreateLocalidadCommandHandler - incidente simulado 983,3,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-14,2025-01-28,2025-02-13,0
984,31,252,2,BulkCreateSucursalesCommandHandler - incidente simulado 984,3,Validation failed,BulkCreateSucursalesCommandHandler: Validation failed. RunId MOCK-15,2026-03-31,2026-04-19,0
985,15,754,4,BulkCreateSucursalesCommandHandler - incidente simulado 985,3,Token expirado,BulkCreateSucursalesCommandHandler: Token expirado. RunId MOCK-16,2026-02-05,,1
986,2,492,4,EmailService.SendAsync - incidente simulado 986,3,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-0,2025-02-20,,1
987,73,217,2,VerifyEmailCommandHandler - incidente simulado 987,3,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-1,2024-07-21,2024-07-25,0
988,7,11,2,BulkCreateSucursalesCommandHandler - incidente simulado 988,3,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-2,2024-05-20,2024-05-30,0
989,59,48,2,CreateSucursalCommandHandler - incidente simulado 989,3,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-3,2025-03-11,2025-03-16,0
990,104,731,2,EmailService.SendAsync - incidente simulado 990,3,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-4,2024-03-13,2024-03-21,0
991,141,93,4,CreateUserCommandHandler - incidente simulado 991,3,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-5,2026-06-07,,1
992,108,266,1,VerifyEmailCommandHandler - incidente simulado 992,1,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-6,2024-11-29,,1
993,82,484,3,EmailService.SendAsync - incidente simulado 993,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-7,2025-06-01,2025-06-09,0
994,115,505,3,UpdateSucursalCommandHandler - incidente simulado 994,3,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-8,2026-02-01,2026-02-12,0
995,88,371,2,CompensationRequestExportQueryHandler - incidente simulado 995,3,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-9,2024-08-27,2024-09-05,0
996,59,752,4,CompensationRequestExportQueryHandler - incidente simulado 996,1,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-10,2026-05-24,,1
997,109,792,2,CreateLocalidadCommandHandler - incidente simulado 997,2,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-11,2024-06-06,2024-06-21,0
998,53,63,2,CreateSucursalCommandHandler - incidente simulado 998,2,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-12,2024-02-07,2024-02-24,0
999,124,681,2,CompensationRequestExportQueryHandler - incidente simulado 999,2,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-13,2025-01-05,2025-01-07,0
1000,114,304,2,CreateSucursalCommandHandler - incidente simulado 1000,3,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-14,2025-05-13,2025-05-16,0
1001,13,166,1,UpdateSucursalCommandHandler - incidente simulado 1001,2,Validation failed,UpdateSucursalCommandHandler: Validation failed. RunId MOCK-15,2026-05-16,,1
1002,116,191,2,EmailService.SendAsync - incidente simulado 1002,2,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-16,2024-09-22,2024-10-10,0
1003,97,700,2,CreateSucursalCommandHandler - incidente simulado 1003,2,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-0,2025-04-04,2025-04-11,0
1004,141,411,3,CreateLocalidadCommandHandler - incidente simulado 1004,3,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-1,2024-03-10,2024-03-26,0
1005,14,417,2,EmailService.SendAsync - incidente simulado 1005,1,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-2,2024-05-21,2024-05-22,0
1006,15,711,4,CreateUserCommandHandler - incidente simulado 1006,2,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-3,2025-06-19,,1
1007,135,619,2,CreateLocalidadCommandHandler - incidente simulado 1007,2,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-4,2025-01-14,2025-01-19,0
1008,110,264,2,CreateLocalidadCommandHandler - incidente simulado 1008,1,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-5,2025-08-14,2025-08-15,0
1009,122,513,2,CompensationRequestExportQueryHandler - incidente simulado 1009,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-6,2025-11-29,2025-12-19,0
1010,8,248,2,EmailService.SendAsync - incidente simulado 1010,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-7,2025-12-28,2026-01-14,0
1011,117,747,1,EmailService.SendAsync - incidente simulado 1011,1,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-8,2026-05-15,,1
1012,27,109,2,UpdateSucursalCommandHandler - incidente simulado 1012,1,CSV export format not supported,UpdateSucursalCommandHandler: CSV export format not supported. RunId MOCK-9,2024-03-02,2024-03-05,0
1013,28,434,2,BulkCreateSucursalesCommandHandler - incidente simulado 1013,2,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-10,2025-01-14,2025-01-20,0
1014,74,275,1,CreateLocalidadCommandHandler - incidente simulado 1014,3,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-11,2024-10-28,,1
1015,149,9,2,BulkCreateSucursalesCommandHandler - incidente simulado 1015,2,Validation failed,BulkCreateSucursalesCommandHandler: Validation failed. RunId MOCK-12,2025-07-20,2025-07-27,0
1016,69,189,4,CreateSucursalCommandHandler - incidente simulado 1016,3,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-13,2024-01-31,,1
1017,116,476,3,CreateSucursalCommandHandler - incidente simulado 1017,1,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-14,2025-05-22,2025-05-23,0
1018,3,34,2,CreateSucursalCommandHandler - incidente simulado 1018,1,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-15,2024-03-23,2024-04-02,0
1019,97,592,2,VerifyEmailCommandHandler - incidente simulado 1019,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-16,2024-07-08,2024-07-16,0
1020,62,569,1,CompensationRequestExportQueryHandler - incidente simulado 1020,2,Validation failed,CompensationRequestExportQueryHandler: Validation failed. RunId MOCK-0,2025-03-27,,1
1021,67,63,4,EmailService.SendAsync - incidente simulado 1021,1,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-1,2024-08-15,,1
1022,57,756,2,CreateLocalidadCommandHandler - incidente simulado 1022,3,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-2,2025-09-22,2025-10-12,0
1023,139,90,2,CompensationRequestExportQueryHandler - incidente simulado 1023,3,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-3,2025-04-18,2025-04-24,0
1024,16,129,2,VerifyEmailCommandHandler - incidente simulado 1024,3,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-4,2025-01-31,2025-02-14,0
1025,142,660,2,CompensationRequestExportQueryHandler - incidente simulado 1025,3,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-5,2025-02-08,2025-02-18,0
1026,116,741,2,CreateLocalidadCommandHandler - incidente simulado 1026,3,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-6,2025-08-25,2025-08-26,0
1027,6,174,1,CreateLocalidadCommandHandler - incidente simulado 1027,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-7,2026-04-15,,1
1028,43,191,2,UpdateSucursalCommandHandler - incidente simulado 1028,3,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-8,2024-01-11,2024-01-14,0
1029,72,266,4,CreateUserCommandHandler - incidente simulado 1029,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-9,2026-04-25,,1
1030,53,178,1,CreateUserCommandHandler - incidente simulado 1030,1,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-10,2024-08-18,,1
1031,89,61,2,CreateLocalidadCommandHandler - incidente simulado 1031,1,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-11,2024-09-07,2024-09-11,0
1032,104,595,2,CreateSucursalCommandHandler - incidente simulado 1032,3,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-12,2024-10-17,2024-11-03,0
1033,42,302,1,CreateUserCommandHandler - incidente simulado 1033,1,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-13,2026-03-13,,1
1034,145,765,2,CreateSucursalCommandHandler - incidente simulado 1034,1,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-14,2024-06-16,2024-07-04,0
1035,42,594,3,VerifyEmailCommandHandler - incidente simulado 1035,3,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-15,2024-05-09,2024-05-11,0
1036,31,147,2,UpdateSucursalCommandHandler - incidente simulado 1036,2,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-16,2024-12-07,2024-12-15,0
1037,41,68,1,CreateLocalidadCommandHandler - incidente simulado 1037,2,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-0,2024-07-21,,1
1038,115,351,2,BulkCreateSucursalesCommandHandler - incidente simulado 1038,3,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-1,2024-07-05,2024-07-25,0
1039,124,382,2,CreateUserCommandHandler - incidente simulado 1039,2,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-2,2024-05-15,2024-05-23,0
1040,131,645,3,CreateLocalidadCommandHandler - incidente simulado 1040,2,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-3,2025-03-09,2025-03-22,0
1041,31,460,4,CreateSucursalCommandHandler - incidente simulado 1041,1,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-4,2024-04-15,,1
1042,36,277,2,VerifyEmailCommandHandler - incidente simulado 1042,1,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-5,2024-01-05,2024-01-07,0
1043,91,11,1,CreateUserCommandHandler - incidente simulado 1043,2,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-6,2025-12-23,,1
1044,77,244,2,BulkCreateSucursalesCommandHandler - incidente simulado 1044,3,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-7,2024-10-04,2024-10-06,0
1045,96,710,2,CompensationRequestExportQueryHandler - incidente simulado 1045,1,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-8,2025-08-28,2025-09-06,0
1046,139,113,2,VerifyEmailCommandHandler - incidente simulado 1046,1,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-9,2024-04-05,2024-04-24,0
1047,111,505,2,CompensationRequestExportQueryHandler - incidente simulado 1047,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-10,2024-01-08,2024-01-21,0
1048,25,367,1,EmailService.SendAsync - incidente simulado 1048,1,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-11,2026-06-20,,1
1049,71,59,2,VerifyEmailCommandHandler - incidente simulado 1049,2,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-12,2024-12-14,2024-12-31,0
1050,83,717,3,CreateUserCommandHandler - incidente simulado 1050,2,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-13,2025-05-30,2025-06-13,0
1051,124,129,3,VerifyEmailCommandHandler - incidente simulado 1051,1,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-14,2025-02-18,2025-03-09,0
1052,21,600,4,CreateLocalidadCommandHandler - incidente simulado 1052,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-15,2024-11-08,,1
1053,28,547,1,CreateLocalidadCommandHandler - incidente simulado 1053,1,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-16,2025-07-22,,1
1054,77,458,4,EmailService.SendAsync - incidente simulado 1054,3,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-0,2026-01-16,,1
1055,24,174,2,UpdateSucursalCommandHandler - incidente simulado 1055,3,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-1,2025-02-25,2025-03-03,0
1056,107,404,2,CreateSucursalCommandHandler - incidente simulado 1056,2,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-2,2024-03-30,2024-04-05,0
1057,149,370,2,CreateLocalidadCommandHandler - incidente simulado 1057,1,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-3,2024-05-17,2024-05-31,0
1058,60,630,2,CreateSucursalCommandHandler - incidente simulado 1058,2,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-4,2024-03-09,2024-03-12,0
1059,138,635,1,CreateLocalidadCommandHandler - incidente simulado 1059,1,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-5,2026-02-17,,1
1060,98,6,2,BulkCreateSucursalesCommandHandler - incidente simulado 1060,2,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-6,2024-06-13,2024-06-15,0
1061,103,288,1,CreateSucursalCommandHandler - incidente simulado 1061,2,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-7,2025-06-25,,1
1062,112,133,2,CreateSucursalCommandHandler - incidente simulado 1062,3,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-8,2025-12-02,2025-12-15,0
1063,147,334,2,CreateSucursalCommandHandler - incidente simulado 1063,3,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-9,2025-12-26,2026-01-03,0
1064,58,690,2,EmailService.SendAsync - incidente simulado 1064,1,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-10,2024-07-23,2024-07-27,0
1065,24,446,1,VerifyEmailCommandHandler - incidente simulado 1065,1,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-11,2026-03-16,,1
1066,30,767,2,VerifyEmailCommandHandler - incidente simulado 1066,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-12,2024-07-23,2024-07-30,0
1067,108,771,2,CreateLocalidadCommandHandler - incidente simulado 1067,3,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-13,2025-04-20,2025-04-22,0
1068,72,439,3,UpdateSucursalCommandHandler - incidente simulado 1068,3,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-14,2024-08-01,2024-08-04,0
1069,23,507,1,CompensationRequestExportQueryHandler - incidente simulado 1069,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-15,2026-05-28,,1
1070,144,225,2,UpdateSucursalCommandHandler - incidente simulado 1070,1,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-16,2024-11-02,2024-11-17,0
1071,69,354,1,UpdateSucursalCommandHandler - incidente simulado 1071,3,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-0,2026-03-01,,1
1072,115,584,3,EmailService.SendAsync - incidente simulado 1072,2,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-1,2024-12-09,2024-12-10,0
1073,36,429,1,CreateUserCommandHandler - incidente simulado 1073,2,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-2,2026-06-14,,1
1074,17,669,2,EmailService.SendAsync - incidente simulado 1074,1,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-3,2025-12-05,2025-12-06,0
1075,69,179,2,CreateLocalidadCommandHandler - incidente simulado 1075,3,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-4,2024-12-13,2024-12-16,0
1076,149,800,2,CreateSucursalCommandHandler - incidente simulado 1076,3,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-5,2024-10-12,2024-10-20,0
1077,106,755,2,VerifyEmailCommandHandler - incidente simulado 1077,2,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-6,2024-03-20,2024-03-24,0
